"y" "x1" "x2" "x3" "x4"
9.86898620672307 4.28189885903147 1.42827516069548 7.608609479741 1
2.58721850782681 3.70937351517961 1.85624193051911 9.08244596435791 1
14.8184811074497 4.23244909966127 0.47549238487622 6.77796745232949 1
2.57171112193867 3.06898580790253 1.16301000677721 7.39628820230581 1
14.3284022055432 4.37916050399604 0.594882016445798 6.79924166549492 1
7.97955528525398 3.88529385109315 1.43437097315486 7.85372290413919 1
0.459516384739563 4.43728406953452 2.01544357904469 10.2484267761738 1
16.5377246276312 5.02281464392943 -1.13529920674929 7.29381099506955 1
9.68484244580401 5.30959046214477 1.72795867872802 9.28462543644543 1
6.07291527186642 3.94253443709253 0.79985685377182 8.12836422181491 1
14.5465853668721 4.13690190452391 1.94628584717523 6.94760283535477 1
26.0249542661203 6.30382072237223 1.69209593846264 7.41293493848599 1
12.4343120753583 5.26171954387474 0.988510732418481 8.76015706183017 1
14.0159825064902 5.04842357280375 1.87159980462345 7.86693728823684 1
14.9488813761399 4.53625495329629 0.0245414184156614 6.04342211412135 1
13.0511670359254 4.98257238284028 1.97828460260868 7.94557172533354 1
54.5040168769555 4.12109620020195 1.44955813891786 8.51194893313206 1
-1.10961296205192 4.05668071743348 2.05893873719267 10.7690550379023 1
12.9631175692605 4.21999302675107 0.745385496377478 6.98324229182751 1
-0.250495041148442 2.98907074689834 1.91575652576383 8.82454891850398 1
-9.63251576749721 3.56669990544529 1.73501085364553 7.89375241932414 1
-6.36258389687596 4.34866984995234 3.4384119689051 9.04788189873276 1
-6.9747231419629 4.04711939983348 0.848814917977917 8.02839971595631 1
3.50148213849934 5.93790649017979 3.62450992872014 8.91518974691331 1
-13.3730121647964 3.51977791895564 0.113353947755055 8.8741200883242 1
-15.907651443148 2.66686372768094 0.244586092997441 8.27822412514848 2
-16.2496526214306 2.56049752855291 0.299522025395711 7.89944058846499 2
-10.9340794513416 2.84852986644102 -0.901950022085662 6.89937307493727 2
-1.42957231755004 4.5319188979441 0.655784503773711 7.08990527792332 2
-6.19538135170068 4.30529240735439 2.86200517945436 8.71355531056837 2
-12.5577864931948 3.3980880213064 1.03506452405169 8.13852455118281 2
-10.5309567035983 2.9330986938693 0.70475851175277 7.64545961819507 2
42.0526606708404 3.89625919756055 1.0264806444649 7.87773616770633 2
-4.24283255744129 5.26103526770591 1.54384544729118 9.21242524817951 2
-12.5615920273855 3.53349383524717 0.305117677229891 8.90052733814592 2
-2.74978213296726 4.73869447395513 0.885645317412411 7.85076910719184 2
-0.385015797949512 4.17069347437326 1.42889031638086 6.68550739963035 2
-14.7119521543312 2.64913525713795 0.801820503156317 7.89477908988552 2
-12.338060789801 3.19818817495331 1.31983176069175 8.72858671348304 2
-1.61428323838948 4.30831403503167 2.4901212026323 7.35922576506806 2
-4.08444476049369 5.06914183466632 2.71071487022408 9.62054509012532 2
-10.0137972255514 3.32064475685191 1.24806191439837 8.41528710003262 2
-0.0147993922218499 4.76943376730513 3.15336050193086 8.26191340627198 2
-3.18619202713711 4.22656034566733 1.76782854721563 7.524153136273 2
-2.54087023521653 4.43959553875234 1.29683664306402 8.06454383487266 2
44.1919990169222 4.34570403801184 1.07656813284405 7.82629061885462 2
-1.82806019421806 5.01739845587358 0.877535441707357 7.61644870440334 2
-12.6705609815367 2.69610685948065 -0.43826592805523 6.77051543922278 2
-6.65968643593059 4.05134160097174 1.85730517587106 7.94847251611379 2
-8.35664978229324 4.17638035189807 1.22485969024302 8.10992774865543 2
-8.80605669887108 3.18715126947273 0.67127954045216 7.34386494039453 3
-7.62695696849659 3.81684692154916 2.33315963240499 8.85231981062706 3
-0.99100941820994 4.76390714853698 1.01246575996882 7.70856639511727 3
0.638258114554762 5.46389736648201 2.23883800164021 8.35842341872967 3
10.911000804531 7.45753954179616 3.60937927674804 9.3069654548283 3
-6.77148235246727 3.66822772460656 0.455105659301967 7.49797279561568 3
-1.92128884608569 3.64652568123895 1.43139020397815 6.76716649623807 3
-12.3231365595604 2.54928623681364 0.247048719105007 6.87745943922059 3
-2.99456611820546 5.15481486900631 0.383734344474036 8.16772158243693 3
1.42708174641175 4.72322460440627 -0.631845364552083 6.53198598750437 3
-14.7280333487764 2.23268859837659 -0.117110625939824 7.05529656192275 3
-8.71547020033983 3.78071543627608 1.78778115408383 7.77778281582686 3
-11.1620158979654 3.41258730711734 0.696581459520133 8.33448993464711 3
37.1369863881751 3.61931305698198 1.94349020792292 9.0099859632329 3
-9.52089364317262 3.67770893869332 0.966183207607272 8.0272310353653 3
0.489576979006276 4.4065751441142 0.121215949425051 6.92613991174542 3
-7.84408293246709 4.41659758122778 1.96781710672908 9.4702715648023 3
5.67018736877548 5.86526163134566 1.26278442385106 7.90542404682326 3
46.5395151394869 5.01272232889569 3.08592437171456 9.06517187474756 3
-6.49526024928617 4.00758132882341 1.31019018665083 8.05352826545762 3
-12.8902046651968 3.2079603559603 1.03226759590269 8.16254225799786 3
38.041266270973 3.45973487548109 0.368448216623176 8.76853851563552 3
-3.90408757389133 4.9640067510994 1.79546131902233 8.69343668496751 3
-8.42012819607632 3.40203394729916 2.75409900975225 8.08819803213625 3
-5.37255202511103 4.71466607966939 2.86731156259732 8.94041533538504 3
-6.50343791070933 5.10577788828414 1.17498850073322 9.04356546917041 3
-0.707863322456482 4.93805125916621 1.43387356611905 7.93935142627505 3
-6.09103730349549 3.86924159565708 0.338659597921928 7.77253192459947 3
-2.51591130131162 4.51346206956593 1.30445600258264 8.37420304332175 3
-10.3423164518064 2.82229193035181 0.15012025563325 7.04261450632759 3
